latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-2.7211,106.1615,311.8,4.2,1.9,2023-10-05,0612,Aqua,MODIS,51,61.03,292.3,35.8,D,0
-2.8157,108.0637,304.1,1.1,1,2023-10-05,1834,Aqua,MODIS,57,61.03,292.5,5.2,N,0
-2.9811,108.1228,311.1,1.1,1,2023-10-05,1834,Aqua,MODIS,82,61.03,293.8,9.7,N,0
-2.8325,106.2936,322.4,1,1,2023-10-06,0654,Aqua,MODIS,71,61.03,299.9,11,D,0
-2.8953,106.3028,321.5,1,1,2023-10-06,0654,Aqua,MODIS,66,61.03,299.6,10.2,D,0
-2.9395,106.5752,313.5,1,1,2023-10-06,0654,Aqua,MODIS,32,61.03,293.8,5.4,D,0
-2.9154,107.5492,319.4,1.1,1.1,2023-10-06,0654,Aqua,MODIS,0,61.03,298.3,11.2,D,0
-2.822,106.1764,323.8,1,1,2023-10-06,0654,Aqua,MODIS,73,61.03,304.6,9.4,D,0
-2.1562,106.0632,327.7,1,1,2023-10-06,0654,Aqua,MODIS,81,61.03,301.4,14.6,D,0
-2.1549,106.0722,323.4,1,1,2023-10-06,0654,Aqua,MODIS,74,61.03,301.3,8.9,D,0
-2.6332,106.0815,321.6,1,1,2023-10-06,0654,Aqua,MODIS,69,61.03,301.4,10,D,0
-2.7106,106.0529,324,1,1,2023-10-06,0654,Aqua,MODIS,73,61.03,301,12.7,D,0
-2.7503,105.9676,325.1,1,1,2023-10-06,0654,Aqua,MODIS,71,61.03,300.5,14.7,D,0
-2.7592,105.9689,322.3,1,1,2023-10-06,0654,Aqua,MODIS,71,61.03,300.7,12.1,D,0
-2.758,105.9778,317.4,1,1,2023-10-06,0654,Aqua,MODIS,46,61.03,300.1,7.4,D,0
-2.7606,106.1582,327.2,1,1,2023-10-06,0654,Aqua,MODIS,78,61.03,302.1,14.9,D,0
-2.4602,106.0817,306.2,2.5,1.5,2023-10-06,1429,Terra,MODIS,67,61.03,294.3,21.1,N,0
-2.4814,106.1667,318.4,1,1,2023-10-07,0251,Terra,MODIS,64,61.03,296.7,6.9,D,0
-2.9983,106.8596,321.2,1,1,2023-10-07,0251,Terra,MODIS,53,61.03,300.4,10.7,D,0
-1.6262,105.6174,319.6,1.1,1,2023-10-07,0251,Terra,MODIS,63,61.03,301.9,8.3,D,0
-2.0081,105.4517,317.4,1.1,1,2023-10-07,0251,Terra,MODIS,61,61.03,300.2,7.3,D,0
-2.7359,106.4874,304.5,1.4,1.2,2023-10-07,1510,Terra,MODIS,60,61.03,294.2,7.2,N,0
-2.6886,105.9695,304.9,1.3,1.1,2023-10-07,1510,Terra,MODIS,60,61.03,294,6.6,N,0
-2.6902,105.9583,305.2,1.3,1.1,2023-10-07,1510,Terra,MODIS,61,61.03,294,6.9,N,0
-1.7261,105.8378,312.7,1.3,1.1,2023-10-07,1510,Terra,MODIS,85,61.03,295.8,13.6,N,0
-1.7264,105.8316,307.1,1.3,1.1,2023-10-07,1510,Terra,MODIS,70,61.03,295.7,8.5,N,0
-2.8452,108.0878,315.1,1,1,2023-10-08,0639,Aqua,MODIS,57,61.03,297.5,6.7,D,0
-2.8295,106.4686,320.6,1.2,1.1,2023-10-08,0639,Aqua,MODIS,68,61.03,301.9,9.7,D,0
-2.7638,106.5801,319.3,1.2,1.1,2023-10-08,0639,Aqua,MODIS,69,61.03,297.3,14,D,0
-3.1017,107.9092,320.7,1.1,1,2023-10-08,0639,Aqua,MODIS,35,61.03,300.6,10.8,D,0
-3.0414,107.9388,318.3,1.1,1,2023-10-08,0639,Aqua,MODIS,58,61.03,298.3,10.2,D,0
-2.994,108.206,323.2,1,1,2023-10-08,0639,Aqua,MODIS,0,61.03,302.2,11.1,D,0
-2.9849,108.2047,334.2,1,1,2023-10-08,0639,Aqua,MODIS,75,61.03,300.6,24.4,D,0
-2.7564,107.8306,300,1,1,2023-10-09,1453,Terra,MODIS,9,61.03,283.2,3.7,N,0
-2.7576,107.8217,300.1,1,1,2023-10-09,1453,Terra,MODIS,13,61.03,283.1,3.7,N,0
-3.0572,106.5991,317.3,2,1.4,2023-10-10,0315,Terra,MODIS,57,61.03,293.9,23.5,D,0
-3.0158,106.854,314.6,2.2,1.4,2023-10-10,0624,Aqua,MODIS,0,61.03,293.6,15.7,D,0
-1.549,105.9082,336.8,1.4,1.2,2023-10-11,0706,Aqua,MODIS,76,61.03,300.5,43.5,D,0
-2.8977,106.5269,332.9,1.4,1.2,2023-10-11,0706,Aqua,MODIS,83,61.03,304,33,D,0
-2.8871000000000002,106.5253,324.4,1.4,1.2,2023-10-11,0706,Aqua,MODIS,52,61.03,303.1,16.1,D,0
-2.8062,106.119,320.3,1.4,1.2,2023-10-11,0706,Aqua,MODIS,52,61.03,298.8,13.7,D,0
-1.5508,105.896,324.4,1.4,1.2,2023-10-11,0706,Aqua,MODIS,77,61.03,300.3,16.8,D,0
-2.7264,106.3833,320,1.7,1.3,2023-10-11,1437,Terra,MODIS,99,61.03,292.8,35.4,N,0
-2.7285,106.3683,303.3,1.7,1.3,2023-10-11,1437,Terra,MODIS,54,61.03,292.6,7.9,N,0
-2.7281,106.3772,317.3,1.7,1.3,2023-10-11,1437,Terra,MODIS,95,61.03,292.8,29.7,N,0
-2.6319,106.3179,312.8,1.7,1.3,2023-10-11,1437,Terra,MODIS,86,61.03,293.7,20.8,N,0
-2.6316,106.3276,303.9,1.7,1.3,2023-10-11,1437,Terra,MODIS,58,61.03,293.5,8.4,N,0
-2.6337,106.3124,307.1,1.7,1.3,2023-10-11,1437,Terra,MODIS,70,61.03,293.6,12.8,N,0
-2.579,106.6198,307.1,1.6,1.3,2023-10-11,1437,Terra,MODIS,68,61.03,294.3,10.4,N,0
-2.581,106.6054,305.1,1.6,1.3,2023-10-11,1437,Terra,MODIS,60,61.03,294.2,8,N,0
-2.5757,106.3962,305.1,1.7,1.3,2023-10-11,1437,Terra,MODIS,63,61.03,293.5,9,N,0
-1.8419,105.397,326.3,1,1,2023-10-12,0258,Terra,MODIS,75,61.03,287.7,20.6,D,0
-2.5362,106.4959,316,1.1,1,2023-10-12,0258,Terra,MODIS,58,61.03,298.4,5.5,D,0
-2.4983,106.1061,322,1,1,2023-10-12,0258,Terra,MODIS,66,61.03,296.4,12.6,D,0
-2.4996,106.1152,323.5,1,1,2023-10-12,0258,Terra,MODIS,74,61.03,296.7,14.1,D,0
-2.5073,106.1049,318.7,1,1,2023-10-12,0258,Terra,MODIS,28,61.03,296.5,8.9,D,0
-2.5086,106.114,321.7,1,1,2023-10-12,0258,Terra,MODIS,55,61.03,297.6,11.9,D,0
-2.6898,106.3021,305.9,1.8,1.3,2023-10-12,1517,Terra,MODIS,65,61.03,293.5,13,N,0
-3.0236,106.6337,340.7,1,1,2023-10-13,0651,Aqua,MODIS,90,61.03,298.2,37.6,D,0
-3.0249,106.6249,342.5,1,1,2023-10-13,0651,Aqua,MODIS,91,61.03,297.5,40.9,D,0
-2.8133,108.0153,315.3,1.1,1,2023-10-13,0651,Aqua,MODIS,28,61.03,290.6,11.1,D,0
-3.0243,106.4913,315.9,1,1,2023-10-13,0651,Aqua,MODIS,50,61.03,297.6,4.9,D,0
-2.9049,106.4954,324.6,1,1,2023-10-13,0651,Aqua,MODIS,61,61.03,305.3,10.2,D,0
-2.8908,106.5295,325.1,1,1,2023-10-13,0651,Aqua,MODIS,58,61.03,309.1,10.9,D,0
-2.8782,106.4915,322.8,1,1,2023-10-13,0651,Aqua,MODIS,37,61.03,305.9,7.9,D,0
-2.8782,106.4281,317.4,1,1,2023-10-13,0651,Aqua,MODIS,59,61.03,301,7.4,D,0
-2.8795,106.4192,315.5,1,1,2023-10-13,0651,Aqua,MODIS,45,61.03,300.5,6.2,D,0
-2.8366,106.5151,324.5,1,1,2023-10-13,0651,Aqua,MODIS,36,61.03,301.8,10,D,0
-2.8329,106.4149,327.7,1,1,2023-10-13,0651,Aqua,MODIS,78,61.03,303.5,16.4,D,0
-2.5935,107.6807,336.4,1.1,1,2023-10-13,0651,Aqua,MODIS,88,61.03,307.4,27.4,D,0
-2.8205,106.1235,375.7,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,309.4,125.3,D,0
-2.8217,106.1146,355.9,1,1,2023-10-13,0651,Aqua,MODIS,98,61.03,306.1,64.9,D,0
-2.5856,107.6834,323.4,1.1,1,2023-10-13,0651,Aqua,MODIS,76,61.03,307.3,11,D,0
-2.587,107.674,322.5,1.1,1,2023-10-13,0651,Aqua,MODIS,70,61.03,307.4,10.1,D,0
-2.8106,106.1254,323.8,1,1,2023-10-13,0651,Aqua,MODIS,54,61.03,307.7,12,D,0
-2.8119,106.1165,327.7,1,1,2023-10-13,0651,Aqua,MODIS,59,61.03,307.2,17.5,D,0
-2.8221,106.0455,317.3,1,1,2023-10-13,0651,Aqua,MODIS,42,61.03,302.8,8.7,D,0
-2.8017,106.1241,378.9,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,306,139.1,D,0
-2.803,106.1152,381.6,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,307.6,151.2,D,0
-2.6943,106.5521,323.6,1,1,2023-10-13,0651,Aqua,MODIS,72,61.03,302.8,12.1,D,0
-2.7315,106.2949,348.5,1,1,2023-10-13,0651,Aqua,MODIS,94,61.03,306.8,48.4,D,0
-2.7328,106.2861,322.5,1,1,2023-10-13,0651,Aqua,MODIS,70,61.03,304.5,9.2,D,0
-2.7738,106.0022,316.5,1,1,2023-10-13,0651,Aqua,MODIS,52,61.03,302.4,6.7,D,0
-2.6404,106.2208,396.2,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,304.9,220.2,D,0
-2.6417,106.212,380.1,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,306.2,142.6,D,0
-2.6341,106.1385,324.8,1,1,2023-10-13,0651,Aqua,MODIS,72,61.03,302.7,13.3,D,0
-2.5399,106.4086,329.7,1,1,2023-10-13,0651,Aqua,MODIS,70,61.03,311.2,14.3,D,0
-2.4275,106.1629,319.7,1,1,2023-10-13,0651,Aqua,MODIS,64,61.03,303.5,7.4,D,0
-2.2195,106.1385,322.1,1,1,2023-10-13,0651,Aqua,MODIS,69,61.03,305,7.7,D,0
-2.1235,105.8464,320.6,1,1,2023-10-13,0651,Aqua,MODIS,41,61.03,299.3,9.8,D,0
-2.0765,106.0421,321.3,1,1,2023-10-13,0651,Aqua,MODIS,64,61.03,305.4,7.4,D,0
-2.0794,105.4449,334.2,1,1,2023-10-13,0651,Aqua,MODIS,64,61.03,303.8,24.7,D,0
-2.0807,105.4359,317.4,1,1,2023-10-13,0651,Aqua,MODIS,47,61.03,302.8,6.7,D,0
-2.0652,105.4795,326.5,1,1,2023-10-13,0651,Aqua,MODIS,67,61.03,302.6,15.2,D,0
-2.0665,105.4705,346.9,1,1,2023-10-13,0651,Aqua,MODIS,93,61.03,305.3,47.7,D,0
-2.0678,105.4615,324.7,1,1,2023-10-13,0651,Aqua,MODIS,75,61.03,304.3,13.1,D,0
-1.9689,105.322,317.7,1,1,2023-10-13,0651,Aqua,MODIS,63,61.03,302.9,7,D,0
-1.8078,105.4151,312.2,1,1,2023-10-13,0651,Aqua,MODIS,34,61.03,296.4,4.4,D,0
-1.5757,105.9383,322.8,1,1,2023-10-13,0651,Aqua,MODIS,76,61.03,307.3,10.2,D,0
-1.5668,105.937,341.2,1,1,2023-10-13,0651,Aqua,MODIS,85,61.03,306.3,34.2,D,0
-1.568,105.9281,333.1,1,1,2023-10-13,0651,Aqua,MODIS,85,61.03,306.3,21.8,D,0
-2.3026,106.0885,304,1,1,2023-10-14,1501,Terra,MODIS,56,61.03,292.5,4.9,N,0
-2.4315,106.1562,314.5,1,1,2023-10-14,1501,Terra,MODIS,89,61.03,281.7,13.6,N,0
-2.4302,106.1653,341.3,1,1,2023-10-14,1501,Terra,MODIS,100,61.03,282,48.5,N,0
-2.6883,105.9656,311.9,1,1,2023-10-14,1501,Terra,MODIS,84,61.03,289.6,10.5,N,0
-2.7065,106.0616,313.7,2.6,1.5,2023-10-15,0322,Terra,MODIS,66,61.03,294.2,25.2,D,0
-1.7459,106.0216,321.6,1.4,1.2,2023-10-15,0636,Aqua,MODIS,67,61.03,301.4,13.5,D,0
-1.9257,105.2396,340.8,1.6,1.3,2023-10-15,0636,Aqua,MODIS,90,61.03,298.6,71.8,D,0
-2.1785,105.8711,317.4,1.5,1.2,2023-10-15,0636,Aqua,MODIS,37,61.03,299.2,13.7,D,0
-2.9776,108.1377,318,1.8,1.3,2023-10-16,0225,Terra,MODIS,64,61.03,291.1,18.8,D,0
-2.98,108.1534,317.7,1.8,1.3,2023-10-16,0225,Terra,MODIS,64,61.03,290.2,19,D,0
-3.1108,107.6357,316.8,3,1.6,2023-10-16,0717,Aqua,MODIS,0,61.03,297.4,25.6,D,0
-3.1088,107.628,319.2,3,1.6,2023-10-16,0717,Aqua,MODIS,0,61.03,297.9,39.2,D,0
-2.7473,105.9632,321.4,2.2,1.4,2023-10-16,0718,Aqua,MODIS,63,61.03,298.6,35.2,D,0
-2.8396,107.7642,300.5,1.1,1,2023-10-16,1444,Terra,MODIS,30,61.03,286.3,3.9,N,0
-3.0822,107.6153,300.2,1.1,1,2023-10-16,1444,Terra,MODIS,12,61.03,287,3.2,N,0
-2.0487,105.4514,329.9,1.1,1.1,2023-10-17,0306,Terra,MODIS,82,61.03,298.2,24.5,D,0
-2.7882,105.9957,313.7,2.9,1.6,2023-10-17,0621,Aqua,MODIS,55,61.03,293.7,30.5,D,0
-2.7919,105.9699,314.7,2.9,1.6,2023-10-17,0621,Aqua,MODIS,0,61.03,294.2,32.6,D,0
-2.4158,106.2516,336.9,2.8,1.6,2023-10-17,0621,Aqua,MODIS,83,61.03,294.3,141.5,D,0
-2.4017,106.2496,317.1,2.8,1.6,2023-10-17,0621,Aqua,MODIS,36,61.03,293.9,37.7,D,0
-2.3553,106.1686,314,2.8,1.6,2023-10-17,0621,Aqua,MODIS,60,61.03,294,23.1,D,0
-2.405,106.2525,306.6,2.6,1.6,2023-10-17,1525,Terra,MODIS,69,61.03,290.4,22.7,N,0
-2.4031,106.2599,305.8,1,1,2023-10-17,1843,Aqua,MODIS,37,61.03,277.3,8.2,N,0
-2.6739,106.5935,307.6,1,1,2023-10-17,1843,Aqua,MODIS,70,61.03,287.7,8.3,N,0
-3.0457,108.0973,301.8,1,1,2023-10-17,1843,Aqua,MODIS,44,61.03,290.7,3.5,N,0
-2.4036,106.2526,308.5,1.3,1.1,2023-10-19,1508,Terra,MODIS,75,61.03,288.5,10.6,N,0
-2.6727,107.8633,305.4,1,1,2023-10-21,1451,Terra,MODIS,64,61.03,291.6,5.2,N,0
-1.8674,106.0413,317,1,1,2023-10-21,1452,Terra,MODIS,94,61.03,290.1,14.6,N,0
-3.2344,108.0125,315,2.5,1.5,2023-10-22,0313,Terra,MODIS,47,61.03,295.2,22.1,D,0
-2.9748,106.7757,322.9,2,1.4,2023-10-22,0313,Terra,MODIS,66,61.03,293.5,40,D,0
-2.9724,106.7585,325.4,1.9,1.4,2023-10-22,0313,Terra,MODIS,0,61.03,289.8,48,D,0
-2.5941,106.4146,312.5,1.8,1.3,2023-10-22,0313,Terra,MODIS,63,61.03,292.4,15.3,D,0
-2.968,106.7657,332.3,1.9,1.4,2023-10-22,0313,Terra,MODIS,81,61.03,292.2,67.9,D,0
-2.6855,105.9249,311,1.7,1.3,2023-10-22,0313,Terra,MODIS,27,61.03,280.7,15.3,D,0
-2.6968,105.9234,315.4,1.7,1.3,2023-10-22,0313,Terra,MODIS,0,61.03,278.8,24.1,D,0
-2.7151,106.4498,324,1.6,1.2,2023-10-22,0633,Aqua,MODIS,77,61.03,293.1,34.7,D,0
-2.7147,106.4445,325.2,1.6,1.2,2023-10-22,0633,Aqua,MODIS,48,61.03,292.9,33.4,D,0
-2.3397,106.1032,313.8,1.7,1.3,2023-10-22,0633,Aqua,MODIS,50,61.03,294.4,12.2,D,0
-2.933,108.0233,317.4,1.3,1.1,2023-10-22,0633,Aqua,MODIS,68,61.03,293,13.2,D,0
-2.9346,108.0123,315.2,1.3,1.1,2023-10-22,0633,Aqua,MODIS,63,61.03,293.3,10.6,D,0
-2.7936,106.4677,316.6,1.6,1.2,2023-10-22,0633,Aqua,MODIS,62,61.03,284.7,20.9,D,0
-2.4146,106.2838,324.1,1,1,2023-10-24,0256,Terra,MODIS,63,61.03,297.8,13.4,D,0
-2.737,106.6006,316.6,1,1,2023-10-24,0256,Terra,MODIS,52,61.03,297.8,7.2,D,0
-3.0369,106.6342,316,1,1,2023-10-24,0256,Terra,MODIS,57,61.03,298,7.4,D,0
-2.9434,106.4383,318.7,3.2,1.7,2023-10-24,0618,Aqua,MODIS,64,61.03,292.3,64.4,D,0
-2.9572,106.889,320.5,2.9,1.6,2023-10-24,0618,Aqua,MODIS,0,61.03,295,56.3,D,0
-2.42,106.2718,314.2,3.2,1.7,2023-10-24,0618,Aqua,MODIS,40,61.03,291.7,32.3,D,0
-2.5466,106.6664,314.3,3,1.7,2023-10-24,0618,Aqua,MODIS,0,61.03,293.6,27.3,D,0
-3.0073,106.6034,318,1.1,1.1,2023-10-25,0700,Aqua,MODIS,63,61.03,301,7.2,D,0
-3.0855,106.5323,328.6,1.1,1.1,2023-10-25,0700,Aqua,MODIS,60,61.03,301.7,20.3,D,0
-2.87,106.4164,321.5,1.1,1.1,2023-10-25,0700,Aqua,MODIS,70,61.03,299.8,13.2,D,0
-2.7844,106.0016,329.3,1.1,1,2023-10-25,0700,Aqua,MODIS,78,61.03,299.8,20,D,0
-2.7765,105.9907,323.8,1.1,1,2023-10-25,0700,Aqua,MODIS,52,61.03,299.4,13.2,D,0
-2.7779,105.9811,328.1,1.1,1,2023-10-25,0700,Aqua,MODIS,79,61.03,300.7,18.9,D,0
-2.6563,106.4853,345.6,1.1,1.1,2023-10-25,0700,Aqua,MODIS,92,61.03,300.4,53.1,D,0
-2.6578,106.4751,344,1.1,1.1,2023-10-25,0700,Aqua,MODIS,91,61.03,300.2,49.4,D,0
-2.6469,106.4838,323.2,1.1,1.1,2023-10-25,0700,Aqua,MODIS,73,61.03,299.2,15,D,0
-2.642,106.3542,324.7,1.1,1.1,2023-10-25,0700,Aqua,MODIS,75,61.03,298.1,18.8,D,0
-2.6434,106.3443,314.1,1.1,1.1,2023-10-25,0700,Aqua,MODIS,25,61.03,297.1,7.5,D,0
-2.1274,105.9607,328.7,1.1,1,2023-10-25,0700,Aqua,MODIS,0,61.03,291.3,27.8,D,0
-2.0708,106.1523,343.3,1.1,1.1,2023-10-25,0700,Aqua,MODIS,0,61.03,304.1,47.2,D,0
-2.0615,106.1509,335.2,1.1,1.1,2023-10-25,0700,Aqua,MODIS,0,61.03,301.8,32,D,0
-2.1291,105.3097,320.1,1,1,2023-10-25,0700,Aqua,MODIS,46,61.03,300.1,8.5,D,0
-2.112,105.3637,325.6,1,1,2023-10-25,0700,Aqua,MODIS,59,61.03,303.5,14.7,D,0
-2.1133,105.3545,319.7,1,1,2023-10-25,0700,Aqua,MODIS,54,61.03,301.1,7.8,D,0
-1.9846,106.0426,323.2,1.1,1,2023-10-25,0700,Aqua,MODIS,63,61.03,298.7,14.1,D,0
-2.9241,106.4821,319.8,1.1,1.1,2023-10-25,0700,Aqua,MODIS,67,61.03,300.7,10.3,D,0
-2.9436,106.5468,316.3,1.1,1.1,2023-10-25,0700,Aqua,MODIS,58,61.03,300,6,D,0
-3.0088,106.5932,325.7,1.1,1.1,2023-10-25,0700,Aqua,MODIS,76,61.03,301.6,16.8,D,0
-3.0903,106.5397,319.8,1.1,1.1,2023-10-25,0700,Aqua,MODIS,0,61.03,300.5,8.8,D,0
-3.0918,106.5296,321.6,1.1,1.1,2023-10-25,0700,Aqua,MODIS,53,61.03,300.9,11.3,D,0
-2.7596,106.4163,306.2,1,1,2023-10-26,1458,Terra,MODIS,67,61.03,292.9,5.8,N,0
-2.7583,106.4253,308.1,1,1,2023-10-26,1458,Terra,MODIS,73,61.03,293.5,7,N,0
-2.7342,106.597,301,1,1,2023-10-26,1458,Terra,MODIS,35,61.03,289,3,N,0
-2.8856,106.2394,313.2,1,1,2023-10-26,1458,Terra,MODIS,87,61.03,292.7,11.1,N,0
-2.8479,106.5084,304.8,1,1,2023-10-26,1458,Terra,MODIS,62,61.03,288.3,5.9,N,0
-2.9828,107.8969,308.9,1.1,1.1,2023-10-26,1458,Terra,MODIS,63,61.03,284.4,11,N,0
-2.9813,107.907,316.9,1.1,1.1,2023-10-26,1458,Terra,MODIS,92,61.03,284.7,18.7,N,0
-2.6791,106.4628,312.5,1,1,2023-10-26,1459,Terra,MODIS,85,61.03,294.7,9.6,N,0
-2.6381,106.3012,313.1,1,1,2023-10-26,1459,Terra,MODIS,86,61.03,295.1,10.3,N,0
-2.6368,106.3102,312.1,1,1,2023-10-26,1459,Terra,MODIS,84,61.03,295.2,9.3,N,0
-2.7817,105.998,338.6,1.1,1.1,2023-10-27,0645,Aqua,MODIS,89,61.03,287.1,43.2,D,0
-3.0887,108.0292,338,1,1,2023-10-27,0645,Aqua,MODIS,89,61.03,301.9,32.1,D,0
-3.0282,107.9323,343.8,1,1,2023-10-27,0645,Aqua,MODIS,92,61.03,300.1,43.2,D,0
-2.8893,108.2593,320.7,1,1,2023-10-27,0645,Aqua,MODIS,0,61.03,303.5,8.3,D,0
-2.8933,108.1061,317.9,1,1,2023-10-27,0645,Aqua,MODIS,41,61.03,300.1,7.5,D,0
-2.8495,107.8941,328,1,1,2023-10-27,0645,Aqua,MODIS,80,61.03,301.6,19.5,D,0
-2.8507,107.8853,323.4,1,1,2023-10-27,0645,Aqua,MODIS,75,61.03,301.7,14.4,D,0
-3.0225,106.5068,347.6,1.1,1,2023-10-27,0645,Aqua,MODIS,94,61.03,299.8,53.8,D,0
-3.0238,106.4973,317.3,1.1,1,2023-10-27,0645,Aqua,MODIS,62,61.03,297.1,6.7,D,0
-2.8165,107.7444,325.4,1,1,2023-10-27,0645,Aqua,MODIS,77,61.03,303.2,15.4,D,0
-2.8178,107.7355,320.5,1,1,2023-10-27,0645,Aqua,MODIS,67,61.03,302.5,10,D,0
-2.6566,107.9533,328.8,1,1,2023-10-27,0645,Aqua,MODIS,82,61.03,301.4,20,D,0
-2.6579,107.9445,324.4,1,1,2023-10-27,0645,Aqua,MODIS,77,61.03,301.3,14.7,D,0
-2.6825,107.6491,333.3,1,1,2023-10-27,0645,Aqua,MODIS,85,61.03,301.3,25.8,D,0
-2.5896,107.784,320.2,1,1,2023-10-27,0645,Aqua,MODIS,68,61.03,301.9,10.4,D,0
-2.7831,105.9881,349.3,1.1,1.1,2023-10-27,0645,Aqua,MODIS,95,61.03,289.6,66.8,D,0
-2.622,106.3371,326.3,1.1,1,2023-10-27,0645,Aqua,MODIS,75,61.03,301,16.9,D,0
-2.6148,106.3402,325.4,1.1,1,2023-10-27,0645,Aqua,MODIS,78,61.03,301.5,17.1,D,0
-2.6162,106.3306,318.5,1.1,1,2023-10-27,0645,Aqua,MODIS,51,61.03,301.6,9.3,D,0
-2.6,106.377,365.6,1.1,1,2023-10-27,0645,Aqua,MODIS,100,61.03,306.2,103.5,D,0
-2.6014,106.3675,325.9,1.1,1,2023-10-27,0645,Aqua,MODIS,78,61.03,304,16.8,D,0
-2.5743,106.4897,324.1,1.1,1,2023-10-27,0645,Aqua,MODIS,52,61.03,290.8,16.8,D,0
-2.6005,106.3087,325.8,1.1,1,2023-10-27,0645,Aqua,MODIS,76,61.03,299.9,17.7,D,0
-2.5913,106.3074,333.2,1.1,1,2023-10-27,0645,Aqua,MODIS,85,61.03,298,30.5,D,0
-2.5927,106.2978,317.6,1.1,1,2023-10-27,0645,Aqua,MODIS,52,61.03,296.2,11.4,D,0
-2.49,106.4322,317,1.1,1,2023-10-27,0645,Aqua,MODIS,31,61.03,297.4,5.3,D,0
-2.8483,106.2493,310.6,1.4,1.2,2023-10-28,1442,Terra,MODIS,80,61.03,292.8,14,N,0
-1.8863,105.8365,314.1,1.1,1.1,2023-10-29,0303,Terra,MODIS,58,61.03,296.7,7.5,D,0
-2.5567,106.0118,325.5,1.2,1.1,2023-10-29,0303,Terra,MODIS,77,61.03,297.7,21.8,D,0
-2.1001,105.899,322.1,2,1.4,2023-10-29,0630,Aqua,MODIS,77,61.03,297.7,38.3,D,0
-2.1072,105.9362,325.4,2,1.4,2023-10-29,0630,Aqua,MODIS,80,61.03,297.4,42.2,D,0
-2.1046,105.9538,328,2,1.4,2023-10-29,0630,Aqua,MODIS,82,61.03,296.7,51,D,0
-2.5894,106.3212,326.1,1.9,1.3,2023-10-29,0630,Aqua,MODIS,75,61.03,293.9,50.8,D,0
-2.5869,106.338,312,1.9,1.3,2023-10-29,0630,Aqua,MODIS,42,61.03,290.3,17.1,D,0
-2.7531,106.3734,315.7,1.9,1.3,2023-10-29,0630,Aqua,MODIS,60,61.03,296.6,17.3,D,0
-2.7163,106.4292,336.7,1,1,2023-11-01,0656,Aqua,MODIS,87,61.03,299.6,30,D,0
-2.3419,106.0878,315.7,1,1,2023-11-01,0656,Aqua,MODIS,64,61.03,298.5,4.8,D,0
-2.8168,106.4309,327.6,1,1,2023-11-01,0656,Aqua,MODIS,79,61.03,298.5,17.3,D,0
-2.8181,106.4217,320.8,1,1,2023-11-01,0656,Aqua,MODIS,69,61.03,300.7,9.7,D,0
-2.742,106.562,323,1.1,1,2023-11-01,0656,Aqua,MODIS,73,61.03,300.5,11.9,D,0
-2.7433,106.5527,342.4,1.1,1,2023-11-01,0656,Aqua,MODIS,91,61.03,301.7,40.8,D,0
-2.7637,106.4136,324.6,1,1,2023-11-01,0656,Aqua,MODIS,75,61.03,302.7,11.4,D,0
-2.7329,106.5606,338.3,1.1,1,2023-11-01,0656,Aqua,MODIS,88,61.03,301.6,32.2,D,0
-2.7342,106.5513,337.9,1.1,1,2023-11-01,0656,Aqua,MODIS,88,61.03,300.9,31.2,D,0
-2.7356,106.542,327.4,1.1,1,2023-11-01,0656,Aqua,MODIS,76,61.03,299,15.3,D,0
-2.7066,106.5605,323.2,1.1,1,2023-11-01,0656,Aqua,MODIS,71,61.03,301.2,11.1,D,0
-2.7079,106.5512,318,1.1,1,2023-11-01,0656,Aqua,MODIS,45,61.03,300.5,5.5,D,0
-2.6894,106.6152,322.4,1.1,1,2023-11-01,0656,Aqua,MODIS,62,61.03,302.4,8.5,D,0
-2.7109,106.4662,329.5,1,1,2023-11-01,0656,Aqua,MODIS,80,61.03,300,19.3,D,0
-2.995,106.7904,337.1,1.1,1,2023-11-01,0656,Aqua,MODIS,76,61.03,298.7,33,D,0
-2.9964,106.781,316.8,1.1,1,2023-11-01,0656,Aqua,MODIS,0,61.03,297,6.9,D,0
-2.9009,106.7991,314.9,1.1,1,2023-11-01,0656,Aqua,MODIS,40,61.03,295.1,6.7,D,0
-2.84,106.5258,330.5,1,1,2023-11-01,0656,Aqua,MODIS,65,61.03,304.7,18.6,D,0
-2.215,105.9459,319.8,1,1,2023-11-01,0657,Aqua,MODIS,62,61.03,299.4,9.6,D,0
-2.9832,106.8062,303.3,1,1,2023-11-02,1449,Terra,MODIS,49,61.03,288.7,4.4,N,0
-2.9844,106.797,303.9,1,1,2023-11-02,1449,Terra,MODIS,53,61.03,288.2,4.7,N,0
-3.0175,108.1746,318.4,1,1,2023-11-03,0641,Aqua,MODIS,52,61.03,285.1,11.5,D,0
-2.8444,106.516,300.3,1.9,1.4,2023-11-04,1432,Terra,MODIS,24,61.03,279.9,9.2,N,0
-2.5659,106.761,328.6,1,1,2023-11-05,0254,Terra,MODIS,72,61.03,297.5,19.5,D,0
